0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 2 3 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 0 0 13 0 0 0 0 0 2 0 0 5 2 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 6 7 21 5 0 40 15 0 2 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 3 6 18 15 18 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 4 24 0 0 18 5 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 3 15 0 8 32 2 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 2 0 0 0 0 
0 0 0 0 0 0 0 0 0 16 53 5 16 10 0 0 0 0 0 0 0 0 0 0 0 0 1 5 1 0 0 0 10 0 0 3 0 0 0 0 
0 0 0 0 0 2 14 19 47 15 16 26 14 24 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 8 1 1 1 2 1 1 1 0 0 0 
0 0 0 0 1 1 12 4 17 1 19 19 6 43 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 6 4 0 4 5 0 1 0 0 
0 0 0 0 0 0 2 1 5 0 1 21 5 5 14 0 0 0 0 0 0 2 6 6 8 8 2 7 3 11 1 29 6 1 0 0 0 0 0 0 
0 0 0 0 0 2 1 1 0 4 4 10 4 2 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 24 0 0 0 0 2 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 1 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 7 11 19 0 0 0 0 5 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 6 11 10 0 1 1 2 2 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 7 0 0 0 0 0 0 0 0 0 0 10 0 1 22 0 7 9 1 3 3 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 7 0 0 0 0 0 0 0 0 0 0 6 10 3 13 19 40 20 2 1 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 3 0 0 0 0 0 0 0 0 0 10 13 2 6 13 4 0 0 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 11 4 7 0 0 0 1 1 0 0 0 10 7 1 0 2 21 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 2 19 0 0 0 0 0 8 7 7 4 1 1 2 7 3 15 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 10 33 0 0 0 0 0 18 0 2 3 12 19 4 4 25 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 5 0 2 2 17 34 18 4 18 11 15 11 0 1 0 2 1 0 8 14 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 14 13 11 3 3 1 5 3 9 8 22 10 4 6 0 0 11 7 0 1 0 1 3 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 4 6 16 6 13 5 2 6 0 5 5 9 3 3 0 1 0 6 1 4 4 2 0 0 0 0 0 0 
0 0 0 0 0 0 0 1 2 0 0 6 7 8 1 12 26 4 0 3 9 8 0 0 8 35 1 0 0 20 7 1 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 4 3 0 9 1 5 6 0 13 7 0 0 0 0 0 15 3 2 1 2 34 12 11 2 2 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 3 1 8 1 3 3 4 55 6 0 0 0 0 0 0 3 3 0 0 9 0 3 10 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 3 9 5 1 3 4 15 17 1 0 0 0 0 1 0 3 13 0 0 2 0 4 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 1 0 1 3 4 6 3 37 1 0 0 0 0 0 1 1 3 6 7 7 2 2 3 1 3 2 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 8 3 12 5 11 3 7 24 45 18 25 30 13 1 0 3 0 16 4 5 0 1 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 3 3 10 9 16 8 3 0 1 3 17 3 2 7 3 6 35 15 0 0 0 0 0 1 0 0 0 
0 0 0 0 0 0 0 0 1 0 0 2 4 0 0 0 24 6 0 0 6 5 10 6 16 1 2 3 3 3 12 3 0 0 0 3 0 3 2 0 
0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 6 1 0 0 1 0 1 4 7 10 10 16 7 1 0 4 12 9 8 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 1 0 12 30 2 3 1 2 1 2 5 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 0 0 0 0 0 0 0 7 4 1 2 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 7 0 6 0 1 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
