4047.77	5102.39	0
2289.72	6344.67	0
2309.68	6330.96	0
808.38	5290.69	0
2258.49	6403.67	0
2283.36	6362.14	0
2295.35	6402.85	0
2298.62	6349.53	0
2281.13	6386.10	0
2273.23	6373.49	0
1672.64	6045.39	0
2395.92	5146.97	0
4122.21	5080.96	0
2269.96	6388.32	0
2135.47	6510.63	0
2250.99	6338.34	0
1811.81	5726.23	0
2339.94	6343.17	0
2328.70	6385.78	0
2297.46	6380.17	0
2266.98	6391.87	0
1742.86	5788.28	0
2281.00	6397.49	0
2314.79	6347.68	0
1889.52	5838.58	0
2307.66	6351.25	0
2265.77	6412.48	0
2253.01	6338.84	0
2259.39	6337.62	0
2247.92	6347.45	0
1036.76	6192.90	0
2300.50	6390.26	0
2245.38	6409.92	0
607.83	5439.66	0
2286.39	6336.09	0
1150.04	6078.99	0
535.77	5538.52	0
973.00	6238.07	0
2317.63	6351.33	0
1514.97	6076.66	0
2272.94	6356.60	0
1116.02	6102.43	0
2343.47	6343.50	0
2293.87	6368.16	0
2299.09	6408.62	0
2260.55	6376.45	0
1076.58	6146.23	0
2261.56	6342.91	0
1182.46	5550.85	0
1064.94	5372.11	0
3991.95	4972.17	0
2316.83	6362.94	0
1174.28	5968.03	0
2324.50	6404.98	0
2299.96	6395.24	0
2258.39	6369.27	0
2270.82	6414.12	0
2297.68	6339.91	0
2281.87	6366.05	0
2258.89	6320.51	0
2295.08	6351.58	0
2253.34	6357.12	0
964.98	5469.59	0
3029.49	4987.42	0
934.65	5367.71	0
2266.12	6352.39	0
608.35	5321.27	0
2311.33	6348.30	0
2323.76	6409.47	0
2109.08	5291.88	0
1765.18	5736.50	0
2301.59	6330.51	0
2075.39	6263.35	0
3840.04	4925.93	0
2279.27	6356.80	0
1767.35	5667.01	0
1638.75	6061.42	0
961.40	5468.92	0
2335.99	6376.02	0
2312.50	6410.32	0
2275.90	6414.85	0
2244.44	6398.05	0
2305.86	6403.11	0
2285.65	6402.54	0
2260.18	6332.12	0
1964.21	5965.32	0
2274.26	6394.76	0
2322.68	6355.64	0
2266.66	6380.40	0
2335.57	6328.41	0
2251.06	6324.16	0
2279.43	6344.38	0
2299.23	6391.08	0
2300.77	6373.19	0
979.71	6194.66	0
2263.50	6381.83	0
2318.87	6344.87	0
2267.40	6360.52	0
3251.10	4936.62	0
2247.13	6330.41	0
2090.98	5247.93	0
2268.41	6384.11	0
2257.40	6396.88	0
2081.63	6279.67	0
2275.25	6398.44	0
2274.89	6414.22	0
2336.64	6323.37	0
2277.49	6391.00	0
2292.57	6351.60	0
1161.41	5452.60	0
2318.06	6338.89	0
2312.30	6376.41	0
935.04	5314.55	0
2302.95	6366.83	0
2257.22	6319.63	0
3313.91	4921.65	0
1516.35	5481.78	0
1728.41	5641.62	0
1243.21	5829.84	0
2237.85	5193.49	0
2328.34	6390.16	0
2727.91	5061.29	0
1037.02	6223.06	0
1178.61	5534.21	0
2322.97	6412.59	0
2313.41	6338.41	0
2252.74	6348.21	0
2281.82	6367.18	0
1020.64	6196.21	0
3442.61	4894.70	0
546.56	5536.86	0
1697.09	6029.54	0
2320.76	6364.11	0
2251.51	6320.28	0
1158.00	5436.81	0
1884.25	5904.77	0
2259.73	6418.07	0
2243.89	6395.84	0
2276.94	6372.06	0
2305.38	6379.77	0
2246.20	6404.94	0
2278.43	6322.30	0
581.67	5504.10	0
2031.03	6181.47	0
2327.51	6393.12	0
1578.79	6075.79	0
2329.60	6322.20	0
629.39	5314.04	0
2120.72	5236.87	0
3582.47	4883.75	0
2327.80	6348.08	0
2088.66	6311.48	0
2258.75	6400.16	0
2083.40	5280.34	0
2318.99	6369.17	0
972.95	5471.10	0
1041.51	6224.59	0
2111.25	6409.95	0
2263.64	6405.24	0
2318.65	6388.45	0
2288.46	6364.61	0
2077.89	5380.24	0
2294.70	6375.80	0
2149.52	5249.26	0
2296.07	6342.44	0
1801.01	5710.88	0
2119.52	5277.56	0
2312.98	6416.54	0
2339.56	6393.88	0
2274.13	6324.99	0
2342.50	6322.24	0
2269.89	6364.61	0
2262.98	6330.81	0
2323.16	6357.60	0
925.45	5310.34	0
1758.14	5744.59	0
2332.02	6335.35	0
2246.70	6340.61	0
2266.23	6324.15	0
1459.86	5480.03	0
2251.84	6327.84	0
2334.91	6394.66	0
1737.00	5531.37	0
1664.29	5518.10	0
2317.73	6406.17	0
2318.12	6338.38	0
2290.74	6376.15	0
1370.20	6136.46	0
2268.00	6331.56	0
2290.56	6354.48	0
4114.06	5096.48	0
2298.75	6341.27	0
2328.98	6334.77	0
2289.01	6389.90	0
1147.20	5404.04	0
1005.92	6161.31	0
2153.96	6587.56	0
2299.59	6379.36	0
2270.26	6341.48	0
2315.48	6319.05	0
665.46	5287.46	0
2262.95	6335.18	0
2264.44	6371.26	0
2274.39	6336.95	0
2288.02	6381.92	0
4124.39	5052.30	0
2279.44	6408.78	0
655.90	5304.98	0
559.30	5407.84	0
1196.92	5892.87	0
2280.42	6412.67	0
2316.18	6399.89	0
1174.30	6019.44	0
2335.58	6339.28	0
2245.09	6351.66	0
1200.78	5639.63	0
2267.79	6337.47	0
2279.63	6326.40	0
2279.48	6331.95	0
1164.47	5440.96	0
2261.93	6366.27	0
2326.91	6322.60	0
2323.76	6363.44	0
2283.10	6357.59	0
1263.76	5876.11	0
1455.44	6065.21	0
2092.37	5328.61	0
943.40	5437.71	0
2332.34	6404.11	0
2260.27	6417.91	0
2327.66	6416.62	0
1942.89	5889.18	0
2275.24	6324.69	0
1276.64	5451.57	0
2249.24	6406.54	0
2234.76	5194.40	0
4107.00	5101.89	0
2342.99	6415.82	0
2316.45	6356.59	0
2325.90	6364.66	0
1172.36	5984.48	0
1302.87	6092.09	0
712.17	5252.59	0
2329.50	6397.32	0
2340.85	6402.08	0
1721.38	5637.51	0
2305.85	6373.24	0
2333.46	6541.37	0
2263.04	6392.26	0
2274.91	6398.15	0
2322.31	6346.46	0
592.39	5334.38	0
595.82	5425.24	0
2317.45	6349.48	0
2282.85	6409.00	0
937.70	5421.22	0
2281.43	6337.47	0
2253.17	6355.77	0
723.66	5254.82	0
2309.48	6370.55	0
3983.68	5024.26	0
778.72	5278.39	0
2260.06	6337.28	0
2298.56	6330.20	0
2321.50	6392.22	0
2469.32	5125.47	0
2268.46	6370.86	0
934.47	5408.96	0
2275.80	6407.48	0
2267.22	6362.15	0
2076.33	6265.81	0
931.10	5353.04	0
2031.51	5587.01	0
2333.31	6334.03	0
2285.34	6404.76	0
1853.52	5552.65	0
2336.97	6350.62	0
2048.92	5498.25	0
2342.55	6408.67	0
920.78	5337.28	0
1871.81	5811.52	0
1961.29	6031.91	0
579.51	5349.36	0
2320.57	6328.92	0
2289.87	6403.72	0
991.63	6191.01	0
2258.75	6321.62	0
2248.10	6353.27	0
603.56	5464.40	0
2343.47	6388.79	0
2302.64	6391.32	0
1225.96	5754.10	0
2296.01	6353.39	0
1355.68	5468.54	0
1844.11	5550.92	0
2309.82	6373.04	0
637.70	5371.06	0
2292.70	6333.30	0
2320.21	6348.43	0
2320.14	6390.42	0
2300.55	6346.55	0
1988.14	5813.05	0
2334.73	6404.52	0
2305.51	6404.52	0
2277.10	6397.48	0
2274.55	6394.43	0
2335.99	6417.14	0
599.92	5476.35	0
1175.45	5422.14	0
2064.94	5413.70	0
2317.98	6323.14	0
1131.31	6089.47	0
2315.65	6321.78	0
1786.48	5688.35	0
2244.57	6337.76	0
2253.49	6400.96	0
2260.23	6400.33	0
557.73	5195.17	0
4076.61	5106.64	0
2326.68	6400.32	0
1423.07	6159.57	0
2416.20	5141.01	0
2287.42	6410.69	0
571.68	5417.70	0
2087.47	5249.39	0
2334.14	6398.83	0
2335.53	6338.36	0
1748.21	5765.48	0
2244.95	6395.90	0
2267.13	6417.79	0
1870.04	5912.56	0
1976.98	6082.34	0
1914.87	5860.65	0
2257.72	6368.07	0
2328.00	6409.87	0
2263.21	6330.76	0
2030.66	6180.83	0
2333.00	6398.95	0
606.04	5433.28	0
2248.42	6332.23	0
2284.34	6323.09	0
2245.15	6385.75	0
2292.06	6382.26	0
1145.13	5435.54	0
2266.01	6336.05	0
2322.65	6375.95	0
1924.57	5892.03	0
2318.99	6335.31	0
2309.28	6345.37	0
2283.31	6400.24	0
2319.96	6320.30	0
2418.01	5140.47	0
2331.60	6352.36	0
2330.89	6338.95	0
1236.97	6042.83	0
2337.94	6384.81	0
2280.71	6323.29	0
2271.53	6342.53	0
1976.89	5892.04	0
2335.35	6415.09	0
2322.26	6400.92	0
2277.43	6404.82	0
2249.11	6322.55	0
2299.04	6343.02	0
1147.38	5404.11	0
1920.90	5872.75	0
2260.70	6356.46	0
2278.60	6367.40	0
3705.41	4895.71	0
