84755.0000	A75	A32	1500001
84759.0000	A75	A32	1000001
84759.0000	A50	A75	2500001
84760.0000	A32	A75	250001
86211.0000	H987	H968	499998
86619.5000	F612	A119	125001
86619.5000	F604	A119	125001
86619.5000	F516	A119	125001
87291.0000	F604	G680	499998
88370.5000	A24	A119	374997
107541.0000	A120	G806	499998
112531.0000	G681	A115	499998
113121.0000	G810	G805	499998
115811.0000	E507	G713	499998
116229.5000	H832	G718	125001
116231.0000	G681	G718	499998
116980.0000	A50	A75	249998
117161.0000	F544	E459	499998
117791.0000	A120	H969	499998
117921.0000	H874	H977	375001
117921.0000	H932	H977	499998
117921.0000	H874	H827	375001
117921.0000	H932	H827	499998
117921.0000	H874	H938	375001
117921.0000	H932	H938	499998
118281.0000	E485	A81	499998
119280.0000	H874	A84	187501
119281.0000	A112	A84	499998
119281.0000	A116	A84	375001
121711.0000	E444	G809	499998
124371.0000	E444	A69	499998
126701.0000	E444	A68	499998
167331.0000	A77	A98	499998
167571.0000	A77	A88	499998
170880.0000	A50	A32	363281
170881.0000	A50	A32	136717
170883.0000	A32	A50	499998
170949.5000	E507	A48	125001
176761.0000	A115	A55	499998
191851.0000	F520	E441	499998
199311.0000	A120	A104	499998
201651.0000	A50	A151	499998
203141.0000	A77	A59	499998
203340.5000	E507	A48	374997
206001.0000	H972	G721	499998
208671.0000	A47	A145	499998
218681.0000	A118	A42	375001
218681.0000	A5	A42	499998
255139.5000	H846	H1014	93751
255140.0000	H940	H1014	187501
257881.0000	H830	A6	499998
379701.0000	F659	G710	499998

