8289.0000	A128	H898	2493457
8291.5000	A128	H898	506543
10429.0000	F567	A23	2493457
10431.5000	F567	A23	506543
36589.0000	G682	G798	2493457
36591.0000	G682	G798	500001
36591.0000	G770	G798	2883119
39590.0000	A23	A32	3000000
40979.0000	A32	A12	2493457
40981.5000	A32	A12	506543
91030.0000	H957	A56	250001
96579.0000	G782	G694	2493457
96581.5000	G782	G694	506543
179159.0000	H959	A56	0
179160.0000	H959	A56	250001
179160.0000	H1006	A56	250001
179160.0000	H907	A56	250001
179160.0000	H993	A56	250001
179160.0000	H883	A56	250001
179160.0000	H854	A56	250001
179160.0000	H869	A56	250001
181269.0000	H854	A56	0
181269.0000	H907	A56	0
181269.0000	H869	A56	0
181269.0000	H828	A56	0
181269.5000	H959	A56	28250
181269.5000	H842	A56	89065
181270.0000	H958	A56	250001
181270.0000	H907	A56	250001
181270.0000	H993	A56	250001
181270.0000	H959	A56	125001
181270.0000	H883	A56	250001
181270.0000	H828	A56	250001
181270.0000	H842	A56	125001
181270.0000	H869	A56	250001
181270.0000	H854	A56	250001
204519.0000	H929	A56	0
204519.0000	H844	A56	0
204519.5000	H844	A56	125001
204519.5000	H929	A56	125001
204520.0000	H936	A56	250001
205209.0000	G744	A56	0
205209.0000	G692	A56	0
205210.0000	G692	A56	226805

