percReDelegation	M2MShare_1_hop	M2MShare_2_hop	M2MShare_3_hop
10	53.284671532846716	89.29440389294405	91.24087591240875
25	53.284671532846716	91.6058394160584	96.59367396593674
50	53.284671532846716	93.06569343065694	97.8102189781022
75	53.284671532846716	95.01216545012166	98.78345498783455
100	53.284671532846716	95.86374695863748	98.90510948905109
