NrCopies	No_delegation	M2MShare	Delegation_To_all
50	48.0	20.721027777777778	20.711777777777776
100	32.58338888888889	19.846972222222224	15.893305555555555
150	26.47266666666667	19.635361111111113	15.68163888888889
200	21.768805555555556	16.49597222222222	12.542805555555555
250	16.93438888888889	10.408222222222221	10.212666666666665
300	16.883833333333335	9.033638888888888	9.030611111111112
350	12.423333333333334	6.210333333333334	6.207861111111111
400	11.681166666666666	5.989888888888888	3.776222222222222
