83062.5000	A90	E448	875001
83722.0000	B168	H874	750001
91021.0000	A109	H1001	3000000
108591.0000	A109	A21	3000000
114145.5000	E468	E448	1500001
114148.0000	E468	E448	624998
117315.5000	H961	H874	1500001
117318.5000	H961	H874	749998
118501.0000	E468	A68	3000000
120427.5000	A105	A118	2125001
120969.5000	H1000	K1019	125001
121804.5000	A105	A84	1375001
121935.5000	A105	A84	1500001
121936.0000	A105	A84	124998
122660.0000	C232	K1019	250001
124441.0000	A69	A32	625001
133335.0000	G680	K1019	1500000
133342.0000	G680	K1019	1750001
136609.5000	G779	K1019	124997
140322.5000	A69	A118	874999
161446.0000	A68	A32	2000001
164440.5000	A109	E451	374998
173480.5000	F552	E417	374998
182419.5000	A84	A32	374998
213071.0000	A90	A27	3000000
259720.5000	A32	A31	374998
285271.0000	G764	A63	3000000

